timestamp,state,total_charging_stations,fast_chargers,slow_chargers,charging_sessions,energy_consumed_kwh,grid_load_mw,voltage_v,frequency_hz,transformer_load_percent,renewable_share_percent,hour,day_of_week,ev_population,charger_ev_ratio,peak_hour_flag,overload_risk
2024-01-02 03:00:00,Uttar Pradesh,624,216,408,199,2523.4856450920306,3372.7017495733458,225.5343986318539,49.98325913763026,26.924375683488822,39.64970988943749,3,1,3551,5.690705128205129,0,Low
2024-01-02 04:00:00,Kerala,54,13,41,311,1763.9491986846808,6968.282420977036,240.71972044662664,50.0316959511159,55.66481586996161,48.91334357581406,4,1,17519,324.4259259259259,0,Low
2024-01-02 05:00:00,Jharkhand,169,34,135,141,2068.8301646173786,4868.823691426628,238.90645538513184,49.96612921661426,30.65021601424543,46.18461774319162,5,1,8305,49.142011834319526,0,Low
2024-01-02 06:00:00,Sikkim,609,113,496,286,2470.794228845016,9912.856964642357,231.88648132730205,50.082567549323976,74.98193236953212,23.882002809250547,6,1,20031,32.891625615763544,0,Medium
2024-01-02 07:00:00,Uttar Pradesh,484,145,339,534,3475.7762703990124,3749.218494152269,228.81304019396666,50.093600284023616,23.24764451085266,27.122714380257456,7,1,29722,61.40909090909091,0,Low
2024-01-02 08:00:00,Bihar,338,82,256,606,6169.420297582508,7795.750686365515,227.79977756651508,50.00653702886431,56.303122693436464,33.16369620714064,8,1,35757,105.78994082840237,0,Low
2024-01-02 09:00:00,Andhra Pradesh,374,107,267,265,1568.1093347944807,7708.93494744421,230.3490104249501,49.98073432015691,64.16727467454729,30.896338004414552,9,1,7333,19.606951871657753,0,Medium
2024-01-02 10:00:00,Assam,429,75,354,676,11653.592739528103,6243.5184646054195,231.40495933867516,49.96886502400897,40.66439018837072,19.35390336321926,10,1,15805,36.841491841491845,0,Low
2024-01-02 11:00:00,Uttar Pradesh,467,94,373,245,3431.855792433827,5634.356231172382,232.24324337026002,49.99606341581661,43.46497989995261,24.056192403865335,11,1,36235,77.59100642398288,0,Low
2024-01-02 12:00:00,Assam,148,34,114,145,1367.4146733769387,9631.301279224954,228.9115939838639,50.05493884259936,75.05807515419355,38.95442933381071,12,1,21852,147.64864864864865,0,Medium
2024-01-02 13:00:00,Mizoram,111,27,84,266,2436.7315203638555,9481.462599473401,231.6208317624422,49.993492847281615,76.98384005744478,30.804704965547874,13,1,5986,53.927927927927925,0,Medium
2024-01-02 14:00:00,Meghalaya,118,24,94,74,902.6623363566603,4548.295265169602,239.06833287939455,50.020229144755874,42.017602482252045,35.96135045787676,14,1,17837,151.16101694915255,0,Low
2024-01-02 15:00:00,Kerala,302,95,207,223,3147.109512099989,3687.7410445493547,232.79554601307262,50.04362707957152,22.561239170695313,8.817697133833637,15,1,27462,90.93377483443709,0,Low
2024-01-02 16:00:00,Haryana,545,175,370,194,3358.960912162092,10057.207446760098,226.67886278347788,50.06800556831241,68.08970679876644,39.97161121673466,16,1,38569,70.76880733944954,0,Medium
2024-01-02 17:00:00,Gujarat,140,27,113,68,438.2985743586378,6502.775730036014,229.90743432003805,49.985567068053996,42.29294720691337,10.346806232063237,17,1,13616,97.25714285714285,0,Low
2024-01-02 18:00:00,Himachal Pradesh,50,14,36,747,13078.657618236277,6221.694056665929,233.45071995855557,49.979938976405705,42.79460941111985,48.345014274827506,18,1,36895,737.9,1,Low
2024-01-02 19:00:00,Madhya Pradesh,222,35,187,548,3049.1871802161827,9910.903311565171,229.15964605397235,50.01425876623248,76.2233333577795,8.394554619039617,19,1,6690,30.135135135135137,1,Medium
2024-01-02 20:00:00,Himachal Pradesh,354,102,252,814,14607.8876105608,8529.675391046703,237.18377336274776,49.964915001149606,69.65506791822733,48.141608333353076,20,1,11523,32.55084745762712,1,Medium
2024-01-02 21:00:00,Haryana,407,98,309,1067,9990.940758798677,5041.3593272689595,223.95438805219507,50.07945720661013,34.450630666066814,16.96720662339075,21,1,38232,93.93611793611794,1,Low
2024-01-02 22:00:00,Himachal Pradesh,551,86,465,600,5414.315407033356,9176.56513794864,225.5079266432582,50.024595958575325,74.21080160989793,42.0141759315426,22,1,6213,11.275862068965518,1,Medium
2024-01-02 23:00:00,Odisha,305,81,224,59,1010.4027467325282,9109.64722650286,235.89720060360642,49.97654121739477,74.8780507004589,11.768760099658769,23,1,24333,79.78032786885245,0,Medium
2024-01-03 00:00:00,Tripura,510,82,428,154,1600.4686436800057,5037.049503514943,230.0262184985909,50.00234902968824,42.5137362528144,47.51445784470926,0,2,32701,64.11960784313726,0,Low
2024-01-03 01:00:00,Odisha,194,38,156,50,870.1331677181695,7283.22244115616,233.55807439044446,49.94376789540811,56.294941043698145,21.11732231147782,1,2,7739,39.891752577319586,0,Low
2024-01-03 02:00:00,Gujarat,203,50,153,167,2639.9075049256903,5288.040678397347,227.1837069426982,50.126962889560545,39.079755811385745,40.31007187749393,2,2,12673,62.42857142857143,0,Low
2024-01-03 03:00:00,Arunachal Pradesh,124,23,101,241,1250.5684375374742,5646.912911646179,221.34563448117217,50.07221693959909,41.89721605640007,45.68714125221868,3,2,18215,146.8951612903226,0,Low
2024-01-03 04:00:00,Tripura,215,51,164,79,1033.8830411340261,9099.745961227218,229.92640870682533,50.039820271484814,63.87185126182165,25.661109030721757,4,2,27669,128.69302325581396,0,Medium
2024-01-03 05:00:00,Goa,102,22,80,175,2315.986943570551,4821.019331447352,231.83299123048425,49.95300601068363,32.16405363346826,20.555027749573846,5,2,18771,184.02941176470588,0,Low
2024-01-03 06:00:00,Assam,142,48,94,110,824.9732968963992,3374.080313865352,227.3487119081378,49.96035635838688,21.755730934618,8.991614019067502,6,2,39644,279.1830985915493,0,Low
2024-01-03 07:00:00,Kerala,395,129,266,327,3038.253031081471,5512.679352760204,229.79186982856538,49.954994217096306,44.69305184758556,28.024565609626755,7,2,19762,50.03037974683544,0,Low
2024-01-03 08:00:00,Meghalaya,622,93,529,506,3085.9528765235254,7585.746575788014,230.11875740998875,50.01578179883406,63.04453049938303,15.625243990283195,8,2,29199,46.943729903536976,0,Medium
2024-01-03 09:00:00,Tamil Nadu,127,30,97,614,3567.608755564729,4525.373643343587,232.00109485203518,49.96077440530934,39.99070754195862,38.73273044038643,9,2,2031,15.992125984251969,0,Low
2024-01-03 10:00:00,Madhya Pradesh,323,77,246,264,1679.9109795394743,8373.036442656734,231.29960734567865,49.93544819645509,67.41805295000279,9.014194792042527,10,2,5132,15.888544891640867,0,Medium
2024-01-03 11:00:00,Mizoram,574,154,420,117,1125.1136452878225,7635.3598820410325,242.86662476055216,49.96879916355557,60.59062200264536,30.098401967769682,11,2,12699,22.12369337979094,0,Medium
2024-01-03 12:00:00,Mizoram,644,145,499,150,1458.0104779773385,7641.420689321209,220.43111209865822,50.047064228903025,64.37930508418904,32.25986687105993,12,2,27785,43.1444099378882,0,Medium
2024-01-03 13:00:00,Rajasthan,631,125,506,53,851.2132697891047,3657.613371781007,233.98742102239157,50.007260203014276,21.20530989439985,48.878022332531415,13,2,19435,30.800316957210775,0,Low
2024-01-03 14:00:00,Goa,623,209,414,252,3132.6031707033917,5161.45365562199,226.68688120527077,50.02852993342966,36.72271465764929,24.144639737738753,14,2,37476,60.154093097913325,0,Low
2024-01-03 15:00:00,Kerala,608,177,431,191,1671.6696636955553,7221.467549958286,229.66960100676343,49.93944919001188,54.5707525594044,7.332059157009211,15,2,509,0.837171052631579,0,Low
2024-01-03 16:00:00,Chhattisgarh,699,243,456,62,861.7646675911457,3664.6767786985974,229.64162981721282,49.94880907402555,30.267790920827565,40.74302524849081,16,2,18488,26.449213161659515,0,Low
2024-01-03 17:00:00,West Bengal,285,66,219,186,1425.6943767087275,5803.400094746603,230.91755911543868,50.017657881161135,37.174277479079905,40.16815167881367,17,2,31023,108.85263157894737,0,Low
2024-01-03 18:00:00,Assam,214,66,148,778,10299.834113465873,9977.462913237612,234.10122869743128,49.91463614221862,76.5123231886685,25.337687058456765,18,2,29787,139.19158878504672,1,Medium
2024-01-03 19:00:00,Maharashtra,686,144,542,422,4516.953289180428,7380.00389634288,223.94749420465317,49.91932946722246,55.69217574062889,7.997860057586763,19,2,27227,39.68950437317784,1,Low
2024-01-03 20:00:00,Odisha,88,15,73,1045,9746.302451621099,8949.84395766511,225.59060552477968,50.02563024861881,72.10689357106665,27.294063188178455,20,2,25553,290.375,1,Medium
2024-01-03 21:00:00,Gujarat,469,163,306,840,7604.004980327386,5411.42397870126,237.5488565622981,50.020101724002345,46.80451297072096,20.393678692215836,21,2,24210,51.62046908315565,1,Low
2024-01-03 22:00:00,Manipur,277,66,211,1095,12625.074626129115,7655.024459789856,217.13534379307828,49.980723088001604,61.256975850329795,5.549138254312004,22,2,35942,129.75451263537906,1,Medium
2024-01-03 23:00:00,Odisha,341,99,242,332,3152.0239079629164,4536.78401760998,230.8529710179043,50.041778269917494,33.41837137724016,25.79026116398597,23,2,11041,32.3782991202346,0,Low
2024-01-04 00:00:00,Karnataka,445,147,298,153,1771.212582301203,7402.579648042534,230.54697397302448,50.03628833119493,58.32533127274292,46.512472152978305,0,3,39227,88.15056179775281,0,Low
2024-01-04 01:00:00,Jharkhand,653,146,507,100,1457.3775063121398,9620.569103383103,229.54886167971895,50.03905366338082,65.41692142606205,49.317853953305054,1,3,2145,3.2848392036753444,0,Medium
2024-01-04 02:00:00,Bihar,231,73,158,50,815.4326353403834,6671.866399882505,221.5376768514259,50.07647751597303,43.477613152919794,20.08387587406554,2,3,39724,171.96536796536796,0,Low
2024-01-04 03:00:00,Rajasthan,624,145,479,139,2357.179098857858,5535.621960561729,236.35062773287856,49.95907628914788,41.323425974502314,15.107217032299188,3,3,5471,8.767628205128204,0,Low
2024-01-04 04:00:00,Uttarakhand,228,45,183,74,849.4297973753794,5991.678146531835,228.8453273489566,50.03481031824067,46.50652630082662,33.45189295637887,4,3,10895,47.78508771929825,0,Low
2024-01-04 05:00:00,Nagaland,518,131,387,133,1458.5919602814156,7007.537582230335,230.54926473477371,50.05648247424862,47.820782944356665,18.48181602949147,5,3,2259,4.361003861003861,0,Low
2024-01-04 06:00:00,Madhya Pradesh,264,62,202,260,2480.9280567867454,6485.622799089655,222.83145713769056,50.07326948777595,53.87434933573967,31.435412190533345,6,3,34036,128.92424242424244,0,Low
2024-01-04 07:00:00,Maharashtra,420,101,319,443,5292.931477750485,6722.015638713101,237.9585866159408,49.99910382132191,44.559119609349025,20.046326508971696,7,3,12842,30.576190476190476,0,Low
2024-01-04 08:00:00,Gujarat,692,155,537,707,11783.282896645365,7251.649266615057,236.11101673103968,49.89128382179567,50.605823222185684,13.825089486205377,8,3,9019,13.033236994219653,0,Low
2024-01-04 09:00:00,Sikkim,288,75,213,300,4045.7098206223113,4907.2794673270855,228.7983730092093,49.98125895962252,40.88600017302836,43.50634106478286,9,3,19422,67.4375,0,Low
2024-01-04 10:00:00,Meghalaya,501,169,332,431,3303.527007214845,5396.834111827094,221.651104139658,50.088234346713136,46.93889075063387,41.78496027822984,10,3,22919,45.746506986027946,0,Low
2024-01-04 11:00:00,Karnataka,435,96,339,168,1425.4509915571618,7503.442354943938,236.23347368264794,49.89150611564796,55.137914758057875,18.250959179386296,11,3,18271,42.00229885057471,0,Low
2024-01-04 12:00:00,Telangana,642,207,435,169,3009.8519849950912,6432.658168856701,229.6785365644475,49.932864672074686,48.63442318720526,38.37591249028995,12,3,37301,58.101246105919,0,Low
2024-01-04 13:00:00,Madhya Pradesh,330,66,264,295,3948.7827333953783,6187.927541872972,235.5151263338889,50.05757126872324,51.53824058062491,28.83477553947865,13,3,27165,82.31818181818181,0,Low
2024-01-04 14:00:00,Bihar,90,18,72,66,677.7028595277569,6535.054257859235,227.1931657045217,50.015710186647524,43.77923706461556,16.86577111855774,14,3,16146,179.4,0,Low
2024-01-04 15:00:00,Goa,217,43,174,286,3902.606355962978,4456.398950364147,229.209492549649,50.040329662395685,32.57849899777208,28.35129673772769,15,3,21109,97.27649769585254,0,Low
2024-01-04 16:00:00,West Bengal,412,76,336,230,2953.4248073045005,4901.443767769247,222.37992379136486,49.960078047629146,35.345403373897426,37.357065733291044,16,3,11546,28.024271844660195,0,Low
2024-01-04 17:00:00,Haryana,276,93,183,104,1417.2834155703003,9641.008175273306,225.70821109909394,50.03501549397045,64.33209113501431,16.80188199349213,17,3,2262,8.195652173913043,0,Medium
2024-01-04 18:00:00,Punjab,540,172,368,906,11559.61507454312,6064.507235718726,228.23913508200204,50.01212602128063,39.44497555259946,37.76849402916215,18,3,34508,63.903703703703705,1,Low
2024-01-04 19:00:00,Karnataka,665,157,508,438,2622.364838644628,3894.7574085527,234.9286135841178,49.97027677259309,37.2511775618382,40.55061014563353,19,3,36908,55.50075187969925,1,Low
2024-01-04 20:00:00,Tamil Nadu,546,102,444,717,12516.109961589635,8882.346897619771,236.42266516966947,50.034451810160746,69.30688492209545,33.67542109052691,20,3,5819,10.657509157509157,1,Medium
2024-01-04 21:00:00,Tripura,515,127,388,1054,14767.886747382781,4204.37064661097,228.44827192022007,50.005784241099725,33.855175258913036,49.97090748046257,21,3,22797,44.266019417475725,1,Low
2024-01-04 22:00:00,Rajasthan,135,44,91,1181,7755.383152108588,9061.965700207971,229.03610106380697,49.992298164201664,66.05476632601463,40.790382708159385,22,3,36562,270.8296296296296,1,Medium
2024-01-04 23:00:00,Punjab,451,114,337,152,833.1270861978135,7295.489149374372,227.82751886283842,49.98454139382657,48.26493480568365,36.33299491451629,23,3,3483,7.722838137472284,0,Low
2024-01-05 00:00:00,Uttar Pradesh,232,53,179,88,800.6921464782183,6846.8390466273595,226.74707579221572,50.052177295464325,53.29436383675056,44.86899867062842,0,4,14237,61.366379310344826,0,Low
2024-01-05 01:00:00,Kerala,499,77,422,219,3914.50171908404,3176.8626650311917,227.81167165098648,49.94068324523893,31.68072482017302,8.151336758636196,1,4,16871,33.809619238476955,0,Low
2024-01-05 02:00:00,Mizoram,526,82,444,285,3749.907741224061,9343.73979930437,221.59089837433385,49.912070050000295,72.80473309029315,15.744971559573605,2,4,2550,4.847908745247148,0,Medium
2024-01-05 03:00:00,Madhya Pradesh,191,39,152,195,1567.1956489115216,3450.6523274545334,220.3316084944622,49.93963020841768,29.84222586507129,14.821424953927888,3,4,2328,12.188481675392671,0,Low
2024-01-05 04:00:00,Chhattisgarh,429,100,329,60,1004.904694396711,9972.294368693512,229.51450216298338,50.00271594432271,72.25437760847883,42.70215808774604,4,4,38697,90.2027972027972,0,Medium
2024-01-05 05:00:00,Rajasthan,292,73,219,156,1137.998848907171,4668.203463491228,232.77688408403455,49.96885647517884,33.59618934100972,7.6029204453528365,5,4,7714,26.41780821917808,0,Low
2024-01-05 06:00:00,Tamil Nadu,570,191,379,290,2105.585089557467,6005.694132318611,233.97953252423736,50.05242654692538,40.20625382594505,41.712490624577796,6,4,7787,13.66140350877193,0,Low
2024-01-05 07:00:00,Manipur,138,37,101,606,3750.7333050195125,9627.026038412663,226.93605654757806,49.9806149220032,77.09569290098224,48.0043174203389,7,4,26431,191.52898550724638,0,Medium
2024-01-05 08:00:00,Jharkhand,570,123,447,786,9558.660612884185,4237.707319379871,221.25726507521236,49.93713298497856,29.1656447519754,37.553905115986325,8,4,29625,51.973684210526315,0,Low
2024-01-05 09:00:00,Chhattisgarh,365,62,303,363,4151.596460978944,6654.506041286535,236.0281403897642,50.01715675255085,47.74932412772243,35.510726865157864,9,4,27072,74.16986301369863,0,Low
2024-01-05 10:00:00,Madhya Pradesh,338,110,228,396,6449.291819257363,5033.798725787342,228.6688123391927,49.986568197080636,35.96583836537386,15.741051408545788,10,4,26792,79.26627218934911,0,Low
2024-01-05 11:00:00,Jharkhand,405,110,295,237,1673.66232940796,9355.6953143925,229.16440959841572,50.00733568432167,66.8531779166907,38.45787153312235,11,4,37266,92.01481481481481,0,Medium
2024-01-05 12:00:00,Nagaland,405,105,300,126,1461.2321479002499,3145.5011020178354,234.08876347938025,49.925530347017535,32.18565768482446,33.43160871575007,12,4,32466,80.16296296296296,0,Low
2024-01-05 13:00:00,Arunachal Pradesh,497,128,369,212,1414.0046670648353,5153.0006378590715,229.767898146293,49.983504263243326,44.408969954397364,22.646804515033846,13,4,35650,71.73038229376257,0,Low
2024-01-05 14:00:00,Chhattisgarh,327,110,217,291,5038.627911273726,4397.443108525907,233.7595130901635,50.048844953901856,33.51391624456852,7.606420725145924,14,4,11883,36.3394495412844,0,Low
2024-01-05 15:00:00,Uttarakhand,259,83,176,241,3323.0717217661017,6314.5081490722505,235.518334712629,50.086270813752776,45.85781354231469,7.953176505830583,15,4,8313,32.0965250965251,0,Low
2024-01-05 16:00:00,Manipur,128,40,88,107,536.432006465276,4198.167982937296,233.3914970559602,49.99759852346429,26.519818459243616,43.43943985077047,16,4,3842,30.015625,0,Low
2024-01-05 17:00:00,Tamil Nadu,206,43,163,337,2045.9113608430068,8033.095114522992,223.59847800664554,50.043622866414005,66.64220425177753,11.79760513014051,17,4,32847,159.45145631067962,0,Medium
2024-01-05 18:00:00,Rajasthan,352,82,270,483,4911.4952248083855,5305.90641644069,229.7720699182225,50.01216697246613,46.310819601191945,15.347957265098879,18,4,2480,7.045454545454546,1,Low
2024-01-05 19:00:00,Assam,573,150,423,891,9936.190349208307,10490.153995403052,231.34834678698536,49.98849717822018,81.5786241876122,39.69148300898234,19,4,20517,35.80628272251309,1,High
2024-01-05 20:00:00,Punjab,248,68,180,1092,18404.424352290895,10646.178845296445,229.19187127268765,49.93293626644908,71.0626121367567,31.924726930509213,20,4,29041,117.1008064516129,1,Medium
2024-01-05 21:00:00,Kerala,570,108,462,1125,14136.331752998083,5782.953831045684,226.82697482353322,50.04978761183407,43.13511531512476,5.522924295864529,21,4,27089,47.52456140350877,1,Low
2024-01-05 22:00:00,Nagaland,415,143,272,565,4967.261640619832,8316.873202885798,231.8606569554658,50.02394360819659,55.00051954369535,26.622812626602304,22,4,10268,24.742168674698796,1,Low
2024-01-05 23:00:00,Mizoram,637,221,416,209,1094.9048695674473,6543.69467086114,226.9525220909097,49.94267543962002,53.37774725733106,47.355687690457394,23,4,6868,10.781789638932496,0,Low
2024-01-06 00:00:00,Andhra Pradesh,638,105,533,152,1022.2463299890873,7094.385937830908,234.9444136865451,50.03116549033273,48.676438933892925,12.53671620165814,0,5,6590,10.329153605015675,0,Low
2024-01-06 01:00:00,Assam,684,106,578,311,4047.9323244699826,7539.409224059242,231.8597995037925,49.99140341548178,63.06317996846016,33.13870970962765,1,5,26183,38.27923976608187,0,Medium
2024-01-06 02:00:00,Manipur,300,74,226,133,1621.1395115314963,7288.731038423511,229.49588504907396,50.074928241943255,47.67367615155502,12.379976644527375,2,5,37377,124.59,0,Low
2024-01-06 03:00:00,Karnataka,61,12,49,74,1208.655791061698,4593.69791150631,232.61417744017749,49.97131499980307,37.69274457184393,27.418807240391253,3,5,20549,336.8688524590164,0,Low
2024-01-06 04:00:00,Goa,598,208,390,108,1453.0572636310992,4483.197156504016,227.4887214190294,50.01057974851902,27.482624365258634,16.595729983004617,4,5,30527,51.04849498327759,0,Low
2024-01-06 05:00:00,Mizoram,208,48,160,73,768.7931743912236,5479.944947828741,222.19096569302263,50.100086855126506,45.02132881928948,26.90010236411163,5,5,27458,132.0096153846154,0,Low
2024-01-06 06:00:00,Arunachal Pradesh,344,70,274,235,3962.2700208589913,4662.635323039666,237.38270174862947,50.069004567707374,39.301233357941115,10.920545830726692,6,5,20475,59.520348837209305,0,Low
2024-01-06 07:00:00,Bihar,527,97,430,775,13661.805572469519,4886.8386689664285,229.87222964504278,50.05863645096297,33.614456608664995,44.183745557263016,7,5,34914,66.25047438330171,0,Low
2024-01-06 08:00:00,Maharashtra,553,147,406,333,4231.884235861801,4411.067108095159,231.87140027788652,49.99565776114349,30.37962369119662,34.55314990435815,8,5,14260,25.786618444846294,0,Low
2024-01-06 09:00:00,Haryana,509,89,420,550,4444.749178324603,5082.718267830858,229.24790072769085,50.04977742926811,36.26847092934371,25.194990822413136,9,5,11583,22.756385068762278,0,Low
2024-01-06 10:00:00,Himachal Pradesh,306,73,233,762,6311.540209239102,6124.355235413719,237.02271687005438,49.91972282966795,44.096375334269446,29.008036638486303,10,5,27428,89.63398692810458,0,Low
2024-01-06 11:00:00,Mizoram,681,211,470,205,3328.13611350166,7070.98174715704,227.41775529139093,50.00221219271119,60.307407185050565,10.533686383833203,11,5,26392,38.754772393538914,0,Medium
2024-01-06 12:00:00,Punjab,331,52,279,168,1330.7473705083332,4394.473062309064,238.57878004003123,50.03859409975177,32.349778129173615,26.595368671643296,12,5,38638,116.73111782477342,0,Low
2024-01-06 13:00:00,Karnataka,175,59,116,334,5438.501234805936,6450.378989437014,219.4954056927404,50.14688764235839,51.07709950202738,11.284306464034081,13,5,23411,133.77714285714285,0,Low
2024-01-06 14:00:00,Madhya Pradesh,357,103,254,283,4111.335120577796,4363.073262636246,232.9999710396242,49.959496345789525,28.50726669071294,15.55525820006729,14,5,38506,107.85994397759103,0,Low
2024-01-06 15:00:00,Uttar Pradesh,476,136,340,163,1332.3481084050109,8946.540339391939,231.86698095956777,50.02535078822436,60.600506853233874,40.79796672633814,15,5,31159,65.46008403361344,0,Medium
2024-01-06 16:00:00,Andhra Pradesh,50,9,41,191,1932.9653192392755,7711.430839290445,231.51317732619518,49.962286207499034,65.0728547386346,7.169541748725021,16,5,6204,124.08,0,Medium
2024-01-06 17:00:00,Andhra Pradesh,138,44,94,122,753.5039687252624,5118.399168714467,231.51199422119112,49.960732342874394,43.03785703058296,46.65536738963203,17,5,4614,33.43478260869565,0,Low
2024-01-06 18:00:00,Goa,531,160,371,678,7229.231336761191,9267.239513225151,230.6024997939465,49.948566283343546,61.280947859080044,19.606362345512164,18,5,28223,53.15065913370998,1,Medium
2024-01-06 19:00:00,Uttar Pradesh,192,55,137,1004,10876.34916246927,5466.008916120292,223.5342733817692,49.96995130184983,35.14085968595732,32.155186702162005,19,5,26037,135.609375,1,Low
2024-01-06 20:00:00,Maharashtra,52,13,39,727,8540.841951322396,6935.873143408117,223.05213766618203,49.917730062652154,53.24453656275368,29.01211460270953,20,5,8734,167.96153846153845,1,Low
2024-01-06 21:00:00,Meghalaya,392,122,270,897,12828.33946768464,7366.23892739734,228.64700054168316,50.0630910206467,61.06670668615426,8.207612152482376,21,5,39810,101.5561224489796,1,Medium
